Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC)
TAGGED,401040603,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.35,63,2001,NEETS BAY 101-90,4/25/01,10387,7513800,,1,AD,,,,
TAGGED,401040601,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.78,67,2001,NEETS BAY 101-90,4/18/01,10444,10081700,,1,AD,,,,
TAGGED,401040509,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.96,67,2001,NEETS BAY 101-90,4/18/01,11209,9444050,,1,AD,,,,
TAGGED,401040706,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.4,54,2001,NEETS BAY 101-90,5/29/01,10705,4202651,,1,AD,,,,
TAGGED,401040705,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.45,55,2001,NEETS BAY 101-90,5/25/01,10805,1688460,,1,AD,,,,
TAGGED,401040704,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.8,60,2001,NEETS BAY 101-90,5/25/01,10788,4439003,,1,AD,,,,
TAGGED,401040703,AK,SSRAA,H,NEETS BAY,2000,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.25,63,2001,NEETS BAY 101-90,5/25/01,10684,2150040,,1,AD,,,,
TAGGED,401050207,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,1.99,58,2002,NEETS BAY 101-90,4/29/02,10490,7145891,,1,AD,,,,
TAGGED,401050206,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.53,65,2002,NEETS BAY 101-90,4/29/02,10438,6305657,,1,AD,,,,
TAGGED,401050205,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.75,65,2002,NEETS BAY 101-90,4/29/02,10540,5516140,,1,AD,,,,
TAGGED,401050204,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,3.13,69,2002,NEETS BAY 101-90,4/29/02,10262,6576850,,1,AD,,,,
TAGGED,401050203,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,3.16,69,2002,NEETS BAY 101-90,4/29/02,10283,6583000,,1,AD,,,,
TAGGED,401050202,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,3.62,71,2002,NEETS BAY 101-90,4/29/02,10018,4366344,,1,AD,,,,
TAGGED,401050304,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.41,53,2002,NEETS BAY 101-90,5/29/02,9261,2575313,,1,AD,,,,
TAGGED,401050303,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.51,54,2002,NEETS BAY 101-90,5/29/02,9810,2596371,,1,AD,,,,
TAGGED,401050301,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.89,58,2002,NEETS BAY 101-90,5/20/02,10757,2379745,,1,AD,,,,
TAGGED,401050209,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.99,58,2002,NEETS BAY 101-90,5/20/02,10873,2244803,,1,AD,,,,
TAGGED,401050302,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.06,59,2002,NEETS BAY 101-90,5/29/02,10273,3079373,,1,AD,,,,
TAGGED,401050208,AK,SSRAA,H,NEETS BAY,2001,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.35,60,2002,NEETS BAY 101-90,5/20/02,10434,4564907,,1,AD,,,,
TAGGED,401050509,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.52,60,2003,NEETS BAY 101-90,4/23/03,10638,5143901,,1,AD+TM,4H2,1:1.4+2.2,NEETSBAY02SUM,
TAGGED,401050601,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.58,58,2003,NEETS BAY 101-90,4/23/03,10443,5631711,,1,AD+TM,4H2,1:1.4+2.2,NEETSBAY02SUM,
TAGGED,401050508,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,3.03,66,2003,NEETS BAY 101-90,4/23/03,10774,7183763,,1,AD+TM,4H2,1:1.4+2.2,NEETSBAY02SUM,
TAGGED,401050507,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,3.3,67,2003,NEETS BAY 101-90,4/23/03,10710,9555425,,1,AD+TM,4H2,1:1.4+2.2,NEETSBAY02SUM,
TAGGED,401050506,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,3.74,68,2003,NEETS BAY 101-90,4/23/03,10683,7170772,,1,AD+TM,4H2,1:1.4+2.2,NEETSBAY02SUM,
TAGGED,401050505,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,4.07,73,2003,NEETS BAY 101-90,4/23/03,10721,4340957,,1,AD+TM,4H2,1:1.4+2.2,NEETSBAY02SUM,
TAGGED,401050607,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.89,57,2003,NEETS BAY 101-90,5/5/03,10411,2548899,,1,AD+TM,"4,2nH","1:1.4,2.2n",NEETSBAY02FALL,
TAGGED,401050605,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.1,58,2003,NEETS BAY 101-90,5/5/03,10463,2236679,,1,AD+TM,"4,2nH","1:1.4,2.2n",NEETSBAY02FALL,
TAGGED,401050602,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.1,60,2003,NEETS BAY 101-90,5/5/03,10767,2294870,,1,AD+TM,"4,2nH","1:1.4,2.2n",NEETSBAY02FALL,
TAGGED,401050604,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.11,58,2003,NEETS BAY 101-90,5/5/03,10654,2330731,,1,AD+TM,"4,2nH","1:1.4,2.2n",NEETSBAY02FALL,
TAGGED,401050606,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.19,58,2003,NEETS BAY 101-90,5/5/03,10244,2441125,,1,AD+TM,"4,2nH","1:1.4,2.2n",NEETSBAY02FALL,
TAGGED,401050603,AK,SSRAA,H,NEETS BAY,2002,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.49,61,2003,NEETS BAY 101-90,5/5/03,10774,2225481,,1,AD+TM,"4,2nH","1:1.4,2.2n",NEETSBAY02FALL,
NOT TAGGED,!01045SSRA05,AK,SSRAA,H,NEETS BAY,2003,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.53,60,2004,NEETS BAY 101-90,4/29/04,0,47785445,,1,TM,5nH3,1:1.5n+2.3,NEETSBAY03SUM,
NOT TAGGED,!01045SSRA06,AK,SSRAA,H,NEETS BAY,2003,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.29,58,2004,NEETS BAY 101-90,5/13/04,0,16972000,,1,TM,4H4,1:1.4+2.4,NEETSBAY03FALL,
NOT TAGGED,!01055SSRA05,AK,SSRAA,H,NEETS BAY,2004,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.55,66,2005,NEETS BAY 101-90,4/28/05,0,48633000,,1,TM,"1,5n,2nH","1:1.1,2.5n,3.2n",NEETSBAY04SUM,
NOT TAGGED,!01055SSRA06,AK,SSRAA,H,NEETS BAY,2004,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.85,58,2005,NEETS BAY 101-90,5/11/05,0,21432000,,1,TM,"4n,2,2nH","1:1.4n,2.2,3.2n",NEETSBAY04FALL,
NOT TAGGED,!01065SSRA01,AK,SSRAA,H,NEETS BAY,2005,NEETS BAY,CARROLL R,CHUM,FED FRY     ,2.3,62,2006,NEETS BAY 101-90,4/28/06,0,46334620,,1,TM,"1,4,3H","1:1.1,2.4,3.3",NEETSBAY05SUM,
NOT TAGGED,!01065SSRA05,AK,SSRAA,H,NEETS BAY,2005,NEETS BAY,DISAPPEARANCE CR,CHUM,FED FRY     ,1.9,58,2006,NEETS BAY 101-90,5/9/06,0,13550000,,1,TM,"4,1,3H","1:1.4,2.1,3.3",NEETSBAY05FALL,
NOT TAGGED,!01075SSRA01,AK,SSRAA,H,NEETS BAY,2006,NEETS BAY,CARROLL R,CHUM,FED FRY     ,2.26,63,2007,NEETS BAY 101-90,5/18/07,0,49933000,,1,TM,"4,4H","1:1.4,2.4",NEETSBAY06SUM,
NOT TAGGED,!01075SSRA09,AK,SSRAA,H,NEETS BAY,2006,NEETS BAY,CARROLL R,CHUM,FED FRY     ,2.35,65,2007,NEETS BAY 101-90,5/12/07,0,4239000,,1,TM,"3,4,1H","1:1.3,2.4,3.1",NEETSANITA06,
NOT TAGGED,!01075SSRA07,AK,SSRAA,H,NEETS BAY,2006,NEETS BAY,DISAPPEARANCE CR,CHUM,FED FRY     ,1.57,54,2007,NEETS BAY 101-90,5/29/07,0,17428000,,1,TM,"4,2,2H","1:1.4,2.2,3.2",NEETSBAY06FALL,
NOT TAGGED,!01085SSRA04,AK,SSRAA,H,NEETS BAY,2007,NEETS BAY,CARROLL R,CHUM,FED FRY     ,2.15,61,2008,NEETS BAY 101-90,5/19/08,0,34518000,,1,TM,"4,4H2","1:1.4,2.4+3.2",NEETSBAY07SUM,
NOT TAGGED,!01085SSRA05,AK,SSRAA,H,NEETS BAY,2007,NEETS BAY,DISAPPEARANCE CR,CHUM,FED FRY     ,1.94,59,2008,NEETS BAY 101-90,5/27/08,0,26760000,,1,TM,"4,2,2H2","1:1.4,2.2,3.2+4.2",NEETSBAY07FALL,
NOT TAGGED,!01095SSRA06,AK,SSRAA,H,NEETS BAY,2008,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.1,62,2009,NEETS BAY 101-90,5/13/09,0,48460000,,1,TM,"4,4H4","1:1.4,2.4+3.4",NEETSBAY08SUM,
NOT TAGGED,!01095SSRA07,AK,SSRAA,H,NEETS BAY,2008,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.3,54,2009,NEETS BAY 101-90,6/1/09,0,18770000,,1,TM,"4,2,2H4","1:1.4,2.2,3.2+4.4",NEETSBAY08FALLA,
NOT TAGGED,!01095SSRA08,AK,SSRAA,H,NEETS BAY,2008,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.4,54,2009,NEETS BAY 101-90,5/27/09,0,970000,,1,TM,"3,4,1H6","1:1.3,2.4,3.1+4.6",NEETSBAY08FALLB,
NOT TAGGED,!01105SSRA01,AK,SSRAA,H,NEETS BAY,2009,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.24,64,2010,NEETS BAY 101-90,4/21/10,0,52970000,,1,TM,"4,4H","1:1.4,2.4",NEETSBAY09SUM,
NOT TAGGED,!01105SSRA02,AK,SSRAA,H,NEETS BAY,2009,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,0.86,50,2010,NEETS BAY 101-90,5/11/10,0,16514000,,1,TM,"4,2,2H","1:1.4,2.2,3.2",NEETSBAY09FALL,
NOT TAGGED,!01115SSRA01,AK,SSRAA,H,NEETS BAY,2010,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.38,62,2011,NEETS BAY 101-90,4/25/11,0,51759000,,1,TM,"4,4H3,2","1:1.4,2.4+3.3,4.2",NEETSBAY10SUM,
NOT TAGGED,!01115SSRA02,AK,SSRAA,H,NEETS BAY,2010,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.19,59,2011,NEETS BAY 101-90,5/12/11,0,10325000,,1,TM,"4,2,2H3,2","1:1.4,2.2,3.2+4.3,5.2",NEETSBAY10FALL,
NOT TAGGED,!01125SSRA10,AK,SSRAA,H,NEETS BAY,2011,NEETS BAY,CARROLL R,CHUM,FED FRY     ,2.6,65,2012,NEETS BAY 101-90,4/27/12,0,13157000,,1,TM,"4,4H4n,2","1:1.4,2.4+3.4n,4.2",NEETSBAY11SUMB,
NOT TAGGED,!01125SSRA01,AK,SSRAA,H,NEETS BAY,2011,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.54,65,2012,NEETS BAY 101-90,4/27/12,0,46108000,,1,TM,"4,4H4","1:1.4,2.4+3.4",NEETSBAY11SUM,
NOT TAGGED,!01125SSRA02,AK,SSRAA,H,NEETS BAY,2011,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.99,62,2012,NEETS BAY 101-90,5/11/12,0,19431000,,1,TM,"4,2,2H4n","1:1.4,2.2,3.2+4.4n",NEETSBAY11FALL,
NOT TAGGED,!01135SSRA05,AK,SSRAA,H,NEETS BAY,2012,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.48,61,2013,NEETS BAY 101-90,4/26/13,0,65000000,,1,TM,"4,4H","1:1.4,2.4",NEETSBAY12SUM,
NOT TAGGED,!01135SSRA06,AK,SSRAA,H,NEETS BAY,2012,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,2.15,61,2013,NEETS BAY 101-90,5/8/13,0,19600000,,1,TM,"4,2,2H","1:1.4,2.2,3.2",NEETSBAY12FALL,
NOT TAGGED,!01145SSRA02,AK,SSRAA,H,NEETS BAY,2013,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.8,66,2014,NEETS BAY 101-90,5/1/14,0,65455000,,1,TM,"4,4H3,2","1:1.4,2.4+3.3,4.2",NEETSBAY13SUM,
NOT TAGGED,!01145SSRA03,AK,SSRAA,H,NEETS BAY,2013,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.3,51,2014,NEETS BAY 101-90,5/1/14,0,13579000,,1,TM,"4,2,2H3,2","1:1.4,2.2,3.2+4.3,5.2",NEETSBAY13FALL,
NOT TAGGED,!01155SSRA01,AK,SSRAA,H,NEETS BAY,2014,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.45,61,2015,NEETS BAY 101-90,4/16/15,0,62582387,,1,TM,"4,4H4","1:1.4,2.4+3.4",NEETSBAY14SUM,
NOT TAGGED,!01155SSRA02,AK,SSRAA,H,NEETS BAY,2014,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.43,51,2015,NEETS BAY 101-90,4/30/15,0,12617092,,1,TM,"4,2,2H4","1:1.4,2.2,3.2+4.4",NEETSBAY14FALL,
NOT TAGGED,!01165SSRA01,AK,SSRAA,H,NEETS BAY,2015,NEETS BAY,CARROLL R,CHUM,FINGERLING  ,2.5,68,2016,NEETS BAY 101-90,4/21/16,0,62364081,,1,TM,"4,4H","1:1.4,2.4",NEETSBAY15SUM,
NOT TAGGED,!01165SSRA02,AK,SSRAA,H,NEETS BAY,2015,NEETS BAY,DISAPPEARANCE CR,CHUM,FINGERLING  ,1.77,62,2016,NEETS BAY 101-90,4/21/16,0,17411617,,1,TM,"4,2,2H","1:1.4,2.2,3.2",NEETSBAY15FALL,
TAGGED,43457,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,26.8,129,1991,EARL WEST COV 107-40,5/22/91,10666,107890,,1,AD,,,,REPLICATE TO 043458
TAGGED,43458,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,26.8,129,1991,EARL WEST COV 107-40,5/22/91,10507,106310,,1,AD,,,,REPLICATE TO 043459
TAGGED,42237,AK,SSRAA,H,NEETS BAY,1981,NEETS BAY,,COHO,,21,,1983,NEETS BAY 101-90,5/28/83,8821,147929,,1,AD,,,,
TAGGED,42239,AK,SSRAA,H,NEETS BAY,1981,NEETS BAY,,COHO,,23.4,,1983,NEETS BAY 101-90,5/6/83,10476,243301,,1,AD,,,,
TAGGED,42238,AK,SSRAA,H,NEETS BAY,1981,NEETS BAY,,COHO,,26.1,,1983,NEETS BAY 101-90,5/6/83,10076,253740,,1,AD,,,,
TAGGED,42257,AK,SSRAA,H,NEETS BAY,1982,NEETS BAY,,COHO,,25.7,,1984,NEETS BAY 101-90,6/1/84,10351,165922,,1,AD,,,,
TAGGED,42258,AK,SSRAA,H,NEETS BAY,1982,NEETS BAY,,COHO,,25.7,,1984,NEETS BAY 101-90,6/1/84,10159,162637,,1,AD,,,,
TAGGED,42259,AK,SSRAA,H,NEETS BAY,1982,NEETS BAY,,COHO,,26.2,,1984,NEETS BAY 101-90,6/1/84,10776,314639,,1,AD,,,,
TAGGED,42260,AK,SSRAA,H,NEETS BAY,1982,NEETS BAY,,COHO,,26.2,,1984,NEETS BAY 101-90,6/1/84,10632,314640,,1,AD,,,,
TAGGED,42462,AK,SSRAA,H,NEETS BAY,1983,NEETS BAY,,COHO,,11.4,,1984,NEETS BAY 101-90,10/1/84,21266,504425,,1,AD,,,,
TAGGED,42505,AK,SSRAA,H,NEETS BAY,1983,NEETS BAY,,COHO,,11.4,,1984,NEETS BAY 101-90,10/1/84,10510,249574,,1,AD,,,,
TAGGED,40319,AK,SSRAA,H,NEETS BAY,1983,NEETS BAY,,COHO,,27.2,,1985,NEETS BAY 101-90,6/1/85,10084,419424,,1,AD,,,,
TAGGED,42432,AK,SSRAA,H,NEETS BAY,1983,NEETS BAY,,COHO,,27.2,,1985,NEETS BAY 101-90,6/1/85,10057,419424,,1,AD,,,,
TAGGED,40320,AK,SSRAA,H,NEETS BAY,1983,NEETS BAY,,COHO,,27.7,,1985,NEETS BAY 101-90,6/1/85,19612,1314519,,1,AD,,,,
TAGGED,40337,AK,SSRAA,H,NEETS BAY,1984,NEETS BAY,,COHO,,20.6,,1986,NEETS BAY 101-90,6/3/86,10030,461918,,1,AD,,,,
TAGGED,40338,AK,SSRAA,H,NEETS BAY,1984,NEETS BAY,,COHO,,20.6,,1986,NEETS BAY 101-90,6/3/86,9274,515400,,1,AD,,,,REPLICATES: 040338 THRU 040341
TAGGED,40339,AK,SSRAA,H,NEETS BAY,1984,NEETS BAY,,COHO,,20.6,,1986,NEETS BAY 101-90,6/3/86,9207,459255,,1,AD,,,,REPLICATES: 040338 THRU 040341
TAGGED,40340,AK,SSRAA,H,NEETS BAY,1984,NEETS BAY,,COHO,,20.6,,1986,NEETS BAY 101-90,6/3/86,8812,476026,,1,AD,,,,REPLICATES: 040338 THRU 040341
TAGGED,40341,AK,SSRAA,H,NEETS BAY,1984,NEETS BAY,,COHO,,20.6,,1986,NEETS BAY 101-90,6/3/86,8663,443798,,1,AD,,,,REPLICATES: 040338 THRU 040341
TAGGED,42636,AK,SSRAA,H,NEETS BAY,1985,NEETS BAY,,COHO,,19.8,,1987,NEETS BAY 101-90,6/6/87,6923,943600,,1,AD,,,,
TAGGED,42637,AK,SSRAA,H,NEETS BAY,1985,NEETS BAY,,COHO,,21,,1987,NEETS BAY 101-90,6/3/87,9859,759800,,1,AD,,,,
TAGGED,42638,AK,SSRAA,H,NEETS BAY,1985,NEETS BAY,,COHO,,24,,1987,NEETS BAY 101-90,6/3/87,9995,471000,,1,AD,,,,
TAGGED,42635,AK,SSRAA,H,NEETS BAY,1985,WHITMAN LK,,COHO,,22.2,,1987,NEETS BAY 101-90,6/6/87,6618,310600,,1,AD,,,,
TAGGED,42905,AK,SSRAA,H,NEETS BAY,1986,NEETS BAY,,COHO,,18.3,,1988,NEETS BAY 101-90,5/27/88,10508,10508,,1,AD,,,,REPLICATE TO 042906
TAGGED,42906,AK,SSRAA,H,NEETS BAY,1986,NEETS BAY,,COHO,,18.3,,1988,NEETS BAY 101-90,5/27/88,10442,10442,,1,AD,,,,REPLICATE TO 042905
TAGGED,42910,AK,SSRAA,H,NEETS BAY,1986,NEETS BAY,,COHO,,23.5,,1988,NEETS BAY 101-90,6/1/88,10608,587500,,1,AD,,,,
TAGGED,42907,AK,SSRAA,H,NEETS BAY,1986,NEETS BAY,,COHO,,25.9,,1988,NEETS BAY 101-90,6/7/88,10082,231600,,1,AD,,,,
TAGGED,42903,AK,SSRAA,H,NEETS BAY,1986,WHITMAN LK,,COHO,,26.3,,1988,NEETS BAY 101-90,6/1/88,10219,174840,,1,AD,,,,REPLICATE TO 042904
TAGGED,42904,AK,SSRAA,H,NEETS BAY,1986,WHITMAN LK,,COHO,,26.3,,1988,NEETS BAY 101-90,6/1/88,10374,177660,,1,AD,,,,REPLICATE TO 042903
TAGGED,42901,AK,SSRAA,H,NEETS BAY,1986,WHITMAN LK,,COHO,,26.7,,1988,NEETS BAY 101-90,6/1/88,9828,116465,,1,AD,,,,REPLICATE TO 042902
TAGGED,42902,AK,SSRAA,H,NEETS BAY,1986,WHITMAN LK,,COHO,,26.7,,1988,NEETS BAY 101-90,6/1/88,10203,120735,,1,AD,,,,REPLICATE TO 042901
TAGGED,43057,AK,SSRAA,H,NEETS BAY,1987,NEETS BAY,,COHO,,25.7,,1989,NEETS BAY 101-90,5/31/89,10323,713300,,1,AD,,,,
TAGGED,43060,AK,SSRAA,H,NEETS BAY,1987,NEETS BAY,,COHO,,30.3,,1989,NEETS BAY 101-90,5/31/89,9133,343550,,1,AD,,,,
TAGGED,43062,AK,SSRAA,H,NEETS BAY,1987,NEETS BAY,,COHO,,30.3,,1989,NEETS BAY 101-90,5/31/89,10286,417220,,1,AD,,,,
TAGGED,43056,AK,SSRAA,H,NEETS BAY,1987,WHITMAN LK,,COHO,,22.2,,1989,NEETS BAY 101-90,5/31/89,9759,404600,,1,AD,,,,
TAGGED,43061,AK,SSRAA,H,NEETS BAY,1987,WHITMAN LK,,COHO,,35.3,,1989,NEETS BAY 101-90,5/31/89,9481,262500,,1,AD,,,,
TAGGED,43301,AK,SSRAA,H,NEETS BAY,1988,NEETS BAY,INDIAN CR 101-71,COHO,SMOLT       ,28.5,135,1990,NEETS BAY 101-90,6/1/90,9400,456000,,1,AD,,,,
TAGGED,43307,AK,SSRAA,H,NEETS BAY,1988,NEETS BAY,INDIAN CR 101-71,COHO,SMOLT       ,28.7,137,1990,NEETS BAY 101-90,6/1/90,10494,671600,,1,AD,,,,
TAGGED,43256,AK,SSRAA,H,NEETS BAY,1988,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,29.6,134,1990,NEETS BAY 101-90,6/1/90,10186,414000,,1,AD,,,,
TAGGED,43263,AK,SSRAA,H,NEETS BAY,1988,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,31,142,1990,NEETS BAY 101-90,6/1/90,9799,530600,,1,AD,,,,
TAGGED,43302,AK,SSRAA,H,NEETS BAY,1988,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,33,147,1990,NEETS BAY 101-90,6/1/90,10376,131800,O,1,AD,,,,
TAGGED,43461,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,23.9,133,1991,NEETS BAY 101-90,6/1/91,9456,450000,,1,AD,,,,
TAGGED,43452,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,25.14,137,1991,NEETS BAY 101-90,6/1/91,5179,118700,,1,AD,,,,REPLICATE TO 043453
TAGGED,43453,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,25.14,137,1991,NEETS BAY 101-90,6/1/91,4854,100800,,1,AD,,,,REPLICATE TO 043452
TAGGED,43448,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,26.67,137,1991,NEETS BAY 101-90,6/1/91,11180,733800,,1,AD,,,,
TAGGED,43451,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,27.33,137,1991,NEETS BAY 101-90,6/1/91,11253,791600,,1,AD,,,,
TAGGED,43454,AK,SSRAA,H,NEETS BAY,1989,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,32.85,145,1991,NEETS BAY 101-90,6/1/91,2288,20700,O,1,AD,,,,
TAGGED,43709,AK,SSRAA,H,NEETS BAY,1990,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,27.52,139,1992,NEETS BAY 101-90,6/1/92,10487,696800,,1,AD,,,,
TAGGED,43659,AK,SSRAA,H,NEETS BAY,1990,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,27.6,141,1992,NEETS BAY 101-90,6/1/92,7188,694300,,1,AD,,,,
TAGGED,43703,AK,SSRAA,H,NEETS BAY,1990,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,27.81,139,1992,NEETS BAY 101-90,6/1/92,10746,581700,,1,AD,,,,
TAGGED,43661,AK,SSRAA,H,NEETS BAY,1990,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,28.1,141,1992,NEETS BAY 101-90,6/1/92,8475,120000,,1,AD,,,,
TAGGED,43660,AK,SSRAA,H,NEETS BAY,1990,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,30,144,1992,NEETS BAY 101-90,6/1/92,5782,163800,,1,AD,,,,
TAGGED,43662,AK,SSRAA,H,NEETS BAY,1990,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,32.6,143,1992,NEETS BAY 101-90,6/1/92,7324,46400,,1,AD,,,,
TAGGED,43935,AK,SSRAA,H,NEETS BAY,1991,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,19.2,120,1993,NEETS BAY 101-90,6/1/93,10526,837250,,1,AD,,,,
TAGGED,43931,AK,SSRAA,H,NEETS BAY,1991,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,21.2,123,1993,NEETS BAY 101-90,6/1/93,10610,1039788,,1,AD,,,,
TAGGED,43941,AK,SSRAA,H,NEETS BAY,1991,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,29.1,139,1993,NEETS BAY 101-90,6/1/93,10307,482110,,1,AD,,,,
TAGGED,43932,AK,SSRAA,H,NEETS BAY,1991,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,30.08,134,1993,NEETS BAY 101-90,6/1/93,5395,317777,,1,AD,,,,
TAGGED,44147,AK,SSRAA,H,NEETS BAY,1992,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,22.5,131,1994,NEETS BAY 101-90,6/1/94,9525,854385,,1,AD,,,,
TAGGED,44144,AK,SSRAA,H,NEETS BAY,1992,WHITMAN LK,INDIAN CR 101-71,COHO,SMOLT       ,22.75,129,1994,NEETS BAY 101-90,6/1/94,10188,683123,,1,AD,,,,
